missing,Date,FighterName,OpponentName,wager_A,wager_B,opener_A,opener_B,bet365_A,bet365_B,888sport_A,888sport_B,unibet_A,unibet_B,betway_A,betway_B,FighterOpener,Opponent,Res.,Decision,Rnd,Time,Event,OpponentID,FighterID
False,2019-10-05,ji yeon kim,nadia kassem,51%,49%,-102,-118,-175,+155,-186,+145,-186,+145,-208,+160,0.4826358742837298,,,,,,,,
False,2019-10-05,zarah fairn,megan anderson,59%,41%,+260,-310,+400,-525,+350,-455,+375,-530,+400,-549,0.26867627785058973,,,,,,,,
False,2019-10-05,brad riddell,jamie mullarkey,61%,39%,-135,+115,-160,+140,-162,+130,-162,+130,-175,+140,0.552594002855783,,,,,,,,
False,2019-10-05,maki pitolo,callan potter,38%,62%,-154,+134,-390,+310,-345,+260,-345,+260,-400,+275,0.5865616251058011,,,,,,,,
False,2019-10-05,rostem akman,jake matthews,42%,58%,+230,-270,+300,-380,+275,-375,+275,-375,+300,-400,0.2934179222839017,,,,,,,,
False,2019-10-05,yorgan de castro,justin tafa,47%,53%,-130,+110,+100,-120,+100,-125,-114,-112,-111,-125,0.5427435387673957,,,,,,,,
False,2019-10-05,dhiego lima,luke jumeau,46%,54%,-155,+135,-140,+120,-159,+125,-159,+125,-167,+120,0.5882115462252725,,,,,,,,
False,2019-10-05,serghei spivac,tai tuivasa,64%,36%,+285,-350,+240,-300,+260,-335,+260,-335,+230,-303,0.25034770514603616,,,,,,,,
False,2019-10-05,dan hooker,al iaquinta,58%,42%,-140,+120,-130,+110,-143,+115,-143,+115,-150,+120,0.562043795620438,,,,,,,,
False,2019-10-05,israel adesanya,robert whittaker,52%,48%,+110,-130,-110,-110,-125,+102,-121,+100,-120,-105,0.4572564612326044,,,,,,,,
False,2019-10-12,andre ewell,marlon vera,39%,61%,+145,-170,+125,-150,+120,-150,+120,-150,+140,-200,0.39329934450109244,,,,,,,,
False,2019-10-12,lauren mueller,jj aldrich,0%,100%,+150,-175,+140,-170,+140,-177,+140,-177,+135,-175,0.3859649122807018,,,,,,,,
False,2019-10-12,andrew sanchez,marvin vettori,48%,52%,+220,-260,+300,-400,+300,-400,+300,-400,+300,-400,0.3020134228187919,,,,,,,,
False,2019-10-12,hector aldana,miguel baeza,58%,42%,+170,-200,+200,-250,+188,-240,+188,-240,+175,-225,0.35714285714285715,,,,,,,,
False,2019-10-12,alex morono,max griffin,52%,48%,+110,-130,+110,-138,+100,-125,+100,-125,+110,-138,0.4572564612326044,,,,,,,,
False,2019-10-12,tim elliott,deiveson figueiredo,51%,49%,+190,-225,+163,-188,+160,-200,+160,-200,+163,-200,0.33248081841432225,,,,,,,,
False,2019-10-12,devin clark,ryan spann,96%,4%,+135,-155,+150,-175,+145,-177,+145,-177,+120,-167,0.4117884537747275,,,,,,,,
False,2019-10-12,james vick,niko price,46%,54%,+150,-175,+125,-150,+125,-155,+125,-155,+140,-182,0.3859649122807018,,,,,,,,
False,2019-10-12,gerald meerschaert,eryk anders,71%,29%,+155,-180,+110,-138,+120,-150,+120,-150,+110,-154,0.37889039242219213,,,,,,,,
False,2019-10-12,luis pena,matt frevola,57%,43%,-155,+135,-160,+130,-162,+130,-162,+130,-175,+135,0.5882115462252725,,,,,,,,
False,2019-10-12,amanda ribas,mackenzie dern,50%,50%,+135,-155,+150,-175,+120,-150,+130,-167,+125,-161,0.4117884537747275,,,,,,,,
False,2019-10-12,michelle waterson,joanna jedrzejczyk,48%,52%,+315,-380,+250,-333,+265,-345,+265,-345,+260,-333,0.2333495381623724,,,,,,,,
False,2019-10-12,kron gracie,cub swanson,48%,52%,-185,+160,-188,+163,-210,+165,-210,+165,-188,+150,0.6279373368146214,,,,,,,,
False,2019-10-18,tanner boser,daniel spitz,61%,39%,-150,+130,-138,+110,-143,+115,-143,+115,-138,-,0.5798319327731092,,,,,,,,
False,2019-10-18,brendan allen,kevin holland,0%,100%,+140,-160,+140,-170,+130,-162,+130,-162,+130,-163,0.40372670807453415,,,,,,,,
False,2019-10-18,sean brady,court mcgee,61%,39%,-240,+205,-188,+163,-200,+160,-200,+160,-225,+175,0.6828358208955224,,,,,,,,
False,2019-10-18,boston salmon,randy costa,54%,46%,-137,+117,-150,+125,-155,+125,-155,+125,-163,+130,0.5564206704224298,,,,,,,,
False,2019-10-18,sean woodson,kyle bochniak,55%,45%,+110,-130,-110,-110,-112,-112,-112,-112,+100,-125,0.4572564612326044,,,,,,,,
False,2019-10-18,diana belbita,molly mccann,45%,55%,+285,-350,+400,-550,+375,-530,+375,-530,+400,-549,0.25034770514603616,,,,,,,,
False,2019-10-18,manny bermudez,charles rosa,53%,47%,-150,+130,-170,+140,-167,+133,-167,+133,-163,+130,0.5798319327731092,,,,,,,,
False,2019-10-18,darren stewart,deron winn,63%,37%,-105,-115,+110,-138,+100,-125,+100,-125,+100,-125,0.4891657638136511,,,,,,,,
False,2019-10-18,gillian robertson,maycee barber,47%,53%,+115,-145,+125,-150,+115,-143,+115,-143,-105,-133,0.4400538841490795,,,,,,,,
False,2019-10-18,jonathan pearce,joe lauzon,47%,53%,-130,+110,-175,+150,-190,+150,-190,+150,-163,+130,0.5427435387673957,,,,,,,,
False,2019-10-18,ben sosoli,greg hardy,46%,54%,+200,-260,+275,-350,+250,-335,+250,-335,+260,-333,0.3157894736842105,,,,,,,,
False,2019-10-18,jeremy stephens,yair rodriguez,45%,55%,-105,-115,+100,-125,+100,-125,+100,-125,-105,-120,0.4891657638136511,,,,,,,,
False,2019-10-18,chris weidman,dominick reyes,47%,53%,+134,-154,+163,-188,+145,-182,+145,-182,+140,-175,0.41343837489419877,,,,,,,,
False,2019-10-26,beneil dariush,frank camacho,43%,57%,-155,+125,-175,+150,-182,+145,-182,+145,-150,+120,0.5776397515527951,,,,,,,,
False,2019-10-26,stevie ray,michael johnson,51%,49%,+200,-260,+200,-250,+215,-278,+215,-278,+210,-275,0.3157894736842105,,,,,,,,
False,2019-10-26,don'tale mayes,ciryl gane,43%,57%,+235,-295,+225,-275,+220,-286,+220,-286,+260,-350,0.2855593710464486,,,,,,,,
False,2019-10-26,laureano staropoli,muslim salikhov,50%,50%,+115,-145,+140,-170,+130,-159,+130,-159,+138,-175,0.4400538841490795,,,,,,,,
False,2019-10-26,ben askren,demian maia,53%,47%,-150,+120,-170,+140,-159,+130,-159,+130,-163,+130,0.5689655172413793,,,,,,,,
False,2019-10-26,maurice greene,sergei pavlovich,62%,38%,+190,-225,+200,-250,+170,-215,+170,-215,+200,-250,0.33248081841432225,,,,,,,,
False,2019-10-26,alexandra albu,loma lookboonmee,46%,54%,+105,-125,+110,-138,+115,-143,+115,-143,+100,-125,0.4675324675324675,,,,,,,,
False,2019-10-26,jeff hughes,raphael pessoa,36%,64%,-220,+185,-250,+200,-240,+188,-230,+180,-250,+200,0.662090813093981,,,,,,,,
False,2019-10-26,movsar evloev,enrique barzola,54%,46%,-190,+165,-200,+170,-200,+155,-190,+150,-188,+150,0.6345305608065531,,,,,,,,
False,2019-10-26,rafael fiziev,alex white,57%,43%,-230,+195,-188,+163,-215,+170,-190,+150,-188,+150,0.6727813584531482,,,,,,,,
False,2019-10-26,ashley yoder,randa markos,44%,56%,+150,-175,+110,-138,+100,-125,+100,-125,+110,-138,0.3859649122807018,,,,,,,,
False,2019-11-02,jennifer maia,katlyn chookagian,-,-,-,-,+130,-160,+125,-167,+125,-162,-,-,,,,,,,,,
False,2019-11-02,hakeem dawodu,julio arce,45%,55%,-138,+118,-138,+110,-118,-106,-118,-106,-138,+110,0.5583104446588969,,,,,,,,
False,2019-11-02,chance rencountre,lyman good,50%,50%,+104,-124,+100,-125,-106,-118,-106,-118,+100,-125,0.46964106004696404,,,,,,,,
False,2019-11-02,jairzinho rozenstruik,andrei arlovski,57%,43%,-157,+137,-163,+138,-167,+125,-162,+125,-150,+120,0.5914733980829453,,,,,,,,
False,2019-11-02,edmen shahbazyan,brad tavares,49%,51%,-151,+131,-163,+138,-162,+130,-162,+130,-160,+125,0.5815341524816192,,,,,,,,
False,2019-11-02,makwan amirkhani,shane burgos,46%,54%,+190,-225,+200,-250,+188,-240,+188,-240,+200,-250,0.33248081841432225,,,,,,,,
False,2019-11-02,gregor gillespie,kevin lee,55%,45%,-155,+135,-163,+138,-167,+135,-167,+135,-175,+138,0.5882115462252725,,,,,,,,
False,2019-11-02,blagoy ivanov,derrick lewis,47%,53%,-130,+110,-110,-110,-112,-112,-112,-112,-110,-110,0.5427435387673957,,,,,,,,
False,2019-11-02,vicente luque,stephen thompson,41%,59%,+125,-145,-110,-110,-106,-118,-106,-118,-110,-110,0.42888402625820565,,,,,,,,
False,2019-11-02,johnny walker,corey anderson,57%,43%,-160,+140,-170,+140,-177,+140,-177,+140,-175,+140,0.5962732919254659,,,,,,,,
False,2019-11-02,darren till,kelvin gastelum,52%,48%,+145,-170,+188,-225,+188,-240,+188,-240,+175,-225,0.39329934450109244,,,,,,,,
False,2019-11-02,nate diaz,jorge masvidal,63%,37%,+150,-175,+140,-170,+120,-143,+120,-143,+110,-138,0.3859649122807018,,,,,,,,
False,2019-11-09,davey grant,grigorii popov,42%,58%,+180,-220,+140,-170,+135,-167,+135,-167,+150,-188,0.3418803418803419,,,,,,,,
False,2019-11-09,pannie kianzad,jessica-rose clark,43%,57%,+130,-160,-110,-110,-112,-112,-112,-112,-110,-110,0.4140127388535032,,,,,,,,
False,2019-11-09,alexander yakovlev,roosevelt roberts,51%,49%,+140,-160,+110,-138,+105,-130,+105,-130,+110,-138,0.40372670807453415,,,,,,,,
False,2019-11-09,david zawada,abubakar nurmagomedov,52%,48%,+190,-240,+250,-333,+230,-305,+230,-305,+260,-357,0.3281853281853282,,,,,,,,
False,2019-11-09,sergey khandozhko,rustam khabilov,62%,38%,+165,-190,+180,-220,+163,-235,+195,-250,+175,-225,0.36546943919344677,,,,,,,,
False,2019-11-09,karl roberson,roman kopylov,44%,56%,+125,-155,+100,-125,-106,-118,-106,-118,+100,-125,0.42236024844720504,,,,,,,,
False,2019-11-09,dalcha lungiambula,magomed ankalaev,35%,65%,+200,-260,+300,-400,+300,-400,+300,-400,+220,-333,0.3157894736842105,,,,,,,,
False,2019-11-09,klidson abreu,shamil gamzatov,56%,44%,+165,-205,+110,-138,+115,-143,+115,-143,+115,-143,0.35956380783966996,,,,,,,,
False,2019-11-09,anthony rocco martin,ramazan emeev,49%,51%,+140,-170,+110,-138,+110,-137,+110,-137,+110,-138,0.39823008849557523,,,,,,,,
False,2019-11-09,ed herman,khadis ibragimov,53%,47%,+120,-140,+170,-200,+150,-190,+150,-190,+130,-163,0.43795620437956206,,,,,,,,
False,2019-11-09,danny roberts,zelim imadaev,53%,47%,+150,-180,+200,-250,+180,-240,+180,-240,+175,-225,0.3835616438356164,,,,,,,,
False,2019-11-09,greg hardy,alexander volkov,58%,42%,+250,-300,+250,-333,+235,-305,+235,-305,+210,-275,0.27586206896551724,,,,,,,,
False,2019-11-09,calvin kattar,zabit magomedsharipov,57%,43%,+250,-300,+240,-300,+240,-305,+240,-305,+220,-300,0.27586206896551724,,,,,,,,
True,2019-11-09,ed herman,gadzhimurad antigulov,,,,,,,,,,,,,,,,,,,,,
False,2019-11-16,tracy cortez,vanessa melo,42%,58%,-185,+160,-210,+175,-225,+175,-225,+175,-225,+175,0.6279373368146214,,,,,,,,
False,2019-11-16,isabela de padua,ariane lipski,53%,47%,+210,-250,+225,-275,+195,-250,+195,-250,+200,-250,0.31111111111111106,,,,,,,,
False,2019-11-16,renan barao,douglas silva de andrade,53%,47%,+202,-237,+225,-275,+205,-265,+205,-265,+210,-275,0.3201170279461216,,,,,,,,
False,2019-11-16,randy brown,warlley alves,74%,26%,-105,-115,+110,-138,+105,-130,+105,-130,+105,-143,0.4891657638136511,,,,,,,,
False,2019-11-16,bobby green,francisco trinaldo,52%,48%,+100,-120,+110,-138,+110,-137,+110,-137,+110,-138,0.4782608695652174,,,,,,,,
False,2019-11-16,eduardo garagorri,ricardo ramos,56%,44%,+220,-260,+275,-350,+295,-400,+295,-400,+235,-357,0.3020134228187919,,,,,,,,
False,2019-11-16,james krause,sergio moraes,52%,48%,-200,+170,-200,+170,-200,+160,-200,+160,-200,+163,0.6428571428571429,,,,,,,,
False,2019-11-16,wellington turman,markus perez,35%,65%,+110,-130,-150,+125,-162,+130,-122,+100,-105,-120,0.4572564612326044,,,,,,,,
False,2019-11-16,andre muniz,antonio arroyo,36%,64%,-125,+105,-125,+100,-134,+110,-134,+110,-138,+110,0.5324675324675325,,,,,,,,
False,2019-11-16,jared gordon,charles oliveira,55%,45%,+285,-350,+300,-400,+300,-400,+300,-400,+325,-500,0.25034770514603616,,,,,,,,
False,2019-11-16,paul craig,mauricio rua,42%,58%,+205,-240,+200,-250,+205,-265,+205,-265,+210,-275,0.3171641791044776,,,,,,,,
False,2019-11-16,jan blachowicz,jacare souza,53%,47%,-200,+170,-150,+125,-155,+125,-155,+125,-175,+140,0.6428571428571429,,,,,,,,
True,2019-11-16,isabela de padua,ariane lipski,,,,,,,,,,,,,,,,,,,,,
False,2019-12-07,trevor smith,makhmud muradov,33%,67%,+260,-310,+350,-450,+333,-455,+333,-455,+333,-450,0.26867627785058973,,,,,,,,
False,2019-12-07,mallory martin,virna jandiroba,57%,43%,+230,-270,+225,-275,+225,-295,+225,-295,+210,-275,0.2934179222839017,,,,,,,,
False,2019-12-07,matt wiman,joe solecki,55%,45%,+215,-255,+300,-400,+260,-345,+260,-345,+250,-333,0.30649687027843725,,,,,,,,
False,2019-12-07,matt sayles,bryce mitchell,44%,56%,-110,-110,-138,+110,-125,+100,-125,+100,-125,+100,0.5,,,,,,,,
False,2019-12-07,jacob kilburn,billy quarantillo,59%,41%,+275,-325,+275,-350,+250,-335,+250,-335,+260,-333,0.25855513307984795,,,,,,,,
False,2019-12-07,tim means,thiago alves,47%,53%,-210,+180,-275,+225,-265,+205,-265,+205,-286,+220,0.6547884187082406,,,,,,,,
False,2019-12-07,ricky simon,rob font,52%,48%,+116,-136,+130,-160,+115,-143,+115,-143,+125,-154,0.44548474781032915,,,,,,,,
False,2019-12-07,song yadong,cody stamann,50%,50%,-170,+145,-220,+180,-200,+160,-200,+160,-200,+163,0.6067006554989074,,,,,,,,
False,2019-12-07,jairzinho rozenstruik,alistair overeem,52%,48%,+102,-122,-150,+125,-139,+105,-139,+105,-120,-110,0.4739134147382802,,,,,,,,
False,2019-12-07,yana kunitskaya,aspen ladd,45%,55%,+150,-175,+163,-188,+140,-177,+140,-177,+155,-222,0.3859649122807018,,,,,,,,
False,2019-12-07,ben rothwell,stefan struve,56%,44%,-140,+120,-160,+130,-143,+115,-143,+115,-149,+120,0.562043795620438,,,,,,,,
False,2019-12-07,cynthia calvillo,marina rodriguez,46%,54%,+108,-128,+125,-150,+105,-130,+105,-130,+105,-143,0.4613143412107478,,,,,,,,
True,2019-12-07,virna jandiroba,mallory martin,,,,,,,,,,,,,,,,,,,,,
False,2019-12-14,oskar piechota,punahele soriano,45%,55%,-110,-120,-110,-110,-118,-106,-118,-106,-118,-105,0.48987854251012153,,,,,,,,
False,2019-12-14,viviane araujo,jessica eye,41%,59%,-150,+120,-188,+163,-182,+145,-182,+145,-188,+150,0.5689655172413793,,,,,,,,
False,2019-12-14,kai kara-france,brandon moreno,41%,59%,-140,+110,-163,+138,-162,+130,-162,+130,-163,+130,0.550561797752809,,,,,,,,
False,2019-12-14,daniel teymur,chase hooper,50%,50%,+105,-135,+125,-150,+110,-134,+110,-134,+110,-138,0.4592085979482169,,,,,,,,
False,2019-12-14,ben saunders,matt brown,61%,39%,+275,-350,+275,-350,+260,-345,+260,-345,+240,-350,0.2553191489361702,,,,,,,,
False,2019-12-14,omari akhmedov,ian heinisch,61%,39%,+115,-135,+100,-125,+108,-134,+108,-134,+115,-143,0.447405997144217,,,,,,,,
False,2019-12-14,irene aldana,ketlen vieira,50%,50%,+145,-175,+200,-250,+175,-225,+175,-225,+155,-200,0.39076376554174075,,,,,,,,
False,2019-12-14,mike perry,geoff neal,58%,42%,+190,-240,+225,-275,+210,-265,+210,-265,+190,-250,0.3281853281853282,,,,,,,,
False,2019-12-14,urijah faber,petr yan,5%,95%,+350,-450,+380,-500,+375,-530,+375,-530,+350,-500,0.21359223300970873,,,,,,,,
False,2019-12-14,jose aldo,marlon moraes,56%,44%,+155,-180,+150,-175,+160,-200,+160,-200,+140,-200,0.37889039242219213,,,,,,,,
False,2019-12-14,germaine de randamie,amanda nunes,58%,42%,+260,-310,+350,-450,+300,-400,+300,-400,+260,-357,0.26867627785058973,,,,,,,,
False,2019-12-14,alexander volkanovski,max holloway,45%,55%,+145,-170,+163,-188,+145,-177,+145,-177,+150,-188,0.39329934450109244,,,,,,,,
False,2019-12-14,colby covington,kamaru usman,58%,42%,+150,-175,+170,-200,+155,-190,+155,-190,+150,-188,0.3859649122807018,,,,,,,,
False,2019-12-21,said nurmagomedov,raoni barcelos,6%,94%,+140,-170,-110,-110,-112,-112,-112,-112,-125,+100,0.39823008849557523,,,,,,,,
False,2019-12-21,tanner boser,ciryl gane,90%,10%,+425,-600,+450,-600,+450,-670,+450,-670,+450,-649,0.18181818181818185,,,,,,,,
False,2019-12-21,suman mokhtarian,seungwoo choi,47%,53%,+200,-260,+240,-300,+220,-286,+220,-286,+210,-275,0.3157894736842105,,,,,,,,
False,2019-12-21,omar morales,dong hyun ma,48%,52%,-180,+150,-220,+180,-225,+175,-225,+175,-222,+160,0.6164383561643836,,,,,,,,
False,2019-12-21,matt schnell,alexandre pantoja,51%,49%,+155,-185,+188,-225,+205,-265,+205,-265,+205,-250,0.37661050545094155,,,,,,,,
False,2019-12-21,ryan benoit,alateng heili,55%,45%,-125,-105,-125,+100,-118,-106,-118,-106,-125,+100,0.5203045685279188,,,,,,,,
False,2019-12-21,amanda lemos,miranda granger,63%,37%,+195,-230,+163,-188,+150,-190,+150,-190,+140,-188,0.32721864154685176,,,,,,,,
False,2019-12-21,chan sung jung,frankie edgar,52%,48%,-165,+145,-175,+150,-177,+145,-177,+145,-182,+140,0.6040343668285393,,,,,,,,
False,2019-12-21,aleksandar rakic,volkan oezdemir,45%,55%,-145,+115,-150,+125,-155,+125,-155,+125,-152,+120,0.5599461158509206,,,,,,,,
False,2019-12-21,charles jourdain,dooho choi,52%,48%,+220,-280,+250,-333,+250,-335,+250,-335,+250,-333,0.29780564263322884,,,,,,,,
False,2019-12-21,mike rodriguez,da-un jung,53%,47%,-120,-110,-125,+100,-125,+100,-125,+100,-125,+100,0.5101214574898786,,,,,,,,
False,2019-12-21,marc-andre barriault,junyong park,48%,52%,-130,+100,-138,+110,-130,+105,-130,+105,-125,+100,0.5306122448979592,,,,,,,,
False,2019-12-21,liu pingyuan,kyung ho kang,54%,46%,+200,-260,+200,-250,+205,-265,+205,-265,+200,-250,0.3157894736842105,,,,,,,,
False,2020-01-18,jj aldrich,sabina mazo,53%,47%,-145,+115,-110,-110,-118,-106,-118,-106,-110,-110,0.5599461158509206,,,,,,,,
False,2020-01-18,tim elliott,askar askarov,43%,57%,-105,-125,+125,-150,+115,-143,+115,-143,+130,-163,0.4796954314720812,,,,,,,,
False,2020-01-18,justin ledet,aleksa camur,47%,53%,+130,-160,+100,-125,+100,-125,+100,-125,+100,-125,0.4140127388535032,,,,,,,,
False,2020-01-18,andre fili,sodiq yusuff,57%,43%,+124,-144,+110,-138,+120,-150,+120,-150,+120,-150,0.43066930245693313,,,,,,,,
False,2020-01-18,drew dober,nasrat haqparast,57%,43%,+190,-240,+250,-333,+260,-345,+260,-345,+250,-350,0.3281853281853282,,,,,,,,
False,2020-01-18,roxanne modafferi,maycee barber,98%,2%,+420,-550,+600,-1000,+600,-1000,+600,-1000,+550,-1250,0.18518518518518517,,,,,,,,
False,2020-01-18,anthony pettis,diego ferreira,59%,41%,+190,-240,+200,-250,+175,-225,+175,-225,+175,-225,0.3281853281853282,,,,,,,,
False,2020-01-18,brian kelleher,ode' osbourne,41%,59%,-120,-110,+125,-150,+120,-150,+120,-150,+120,-167,0.5101214574898786,,,,,,,,
False,2020-01-18,maurice greene,aleksei oleinik,66%,34%,+110,-140,-125,+100,-118,-106,-118,-106,-125,+100,0.449438202247191,,,,,,,,
False,2020-01-18,raquel pennington,holly holm,53%,47%,+150,-180,+125,-150,+120,-150,+120,-150,+110,-138,0.3835616438356164,,,,,,,,
False,2020-01-18,donald cerrone,conor mcgregor,60%,40%,+180,-210,+250,-333,+245,-315,+245,-315,+225,-303,0.3452115812917595,,,,,,,,
False,2020-01-25,nate landwehr,herbert burns,53%,47%,+100,-120,-110,-110,-112,-112,-112,-112,-120,-105,0.4782608695652174,,,,,,,,
False,2020-01-25,tony gravely,brett johns,49%,51%,-133,+113,-110,-110,+100,-124,+100,-124,-110,-110,0.5487032481744757,,,,,,,,
False,2020-01-25,lina lansberg,sara mcmann,57%,43%,+105,-125,+125,-150,+115,-143,+115,-143,+120,-150,0.4675324675324675,,,,,,,,
False,2020-01-25,felipe colares,montel jackson,48%,52%,+425,-575,+450,-600,+500,-770,+500,-770,+400,-549,0.18274111675126903,,,,,,,,
False,2020-01-25,lucie pudilova,justine kish,47%,53%,-155,+135,-175,+150,-177,+140,-177,+140,-175,+140,0.5882115462252725,,,,,,,,
False,2020-01-25,nik lentz,arnold allen,47%,53%,+240,-280,+225,-275,+205,-265,+205,-265,-,-250,0.2852852852852853,,,,,,,,
False,2020-01-25,dequan townsend,bevon lewis,57%,43%,+230,-290,+300,-400,+300,-400,+300,-400,+300,-450,0.289532293986637,,,,,,,,
False,2020-01-25,darko stošić,jamahal hill,51%,49%,+115,-135,+100,-125,+105,-130,+105,-130,+105,-138,0.447405997144217,,,,,,,,
False,2020-01-25,angela hill,hannah cifers,46%,54%,-165,+145,-220,+180,-200,+160,-215,+170,-182,+145,0.6040343668285393,,,,,,,,
False,2020-01-25,alex perez,jordan espinosa,50%,50%,-230,+195,-275,+225,-265,+205,-265,+205,-275,+210,0.6727813584531482,,,,,,,,
False,2020-01-25,michael chiesa,rafael dos anjos,54%,46%,+190,-225,+188,-225,+180,-230,+180,-230,+200,-250,0.33248081841432225,,,,,,,,
False,2020-01-25,junior dos santos,curtis blaydes,57%,43%,+200,-235,+250,-333,+225,-278,+225,-278,+200,-250,0.32211538461538464,,,,,,,,
False,2020-02-08,youssef zalal,austin lingo,42%,58%,+170,-195,+188,-225,+173,-230,-,-,+175,-225,0.3590992087644553,,,,,,,,
False,2020-02-08,jonathan martinez,andre ewell,65%,35%,+105,-125,+100,-125,+100,-125,+110,-139,+100,-125,0.4675324675324675,,,,,,,,
False,2020-02-08,journey newson,domingo pilarte,43%,57%,+115,-135,+110,-138,+105,-130,+105,-134,+100,-125,0.447405997144217,,,,,,,,
False,2020-02-08,mario bautista,miles johns,49%,51%,+145,-165,+110,-138,+110,-137,+105,-134,+110,-138,0.39596563317146055,,,,,,,,
False,2020-02-08,khaos williams,alex morono,53%,47%,+210,-250,+300,-400,+275,-360,-,-,+275,-350,0.31111111111111106,,,,,,,,
False,2020-02-08,andrea lee,lauren murphy,47%,53%,-330,+270,-333,+250,-335,+245,-345,+250,-333,+250,0.7395517867958814,,,,,,,,
False,2020-02-08,james krause,trevin giles,48%,52%,-125,+105,-,-,-113,-113,-,-,-120,-105,0.5324675324675325,,,,,,,,
False,2020-02-08,ilir latifi,derrick lewis,53%,47%,+225,-285,+200,-250,+188,-240,+200,-265,+185,-227,0.29361296472831266,,,,,,,,
False,2020-02-08,dan ige,mirsad bektic,53%,47%,+110,-130,+100,-125,+100,-125,+115,-148,+100,-125,0.4572564612326044,,,,,,,,
False,2020-02-08,justin tafa,juan adams,54%,46%,+175,-205,+200,-250,+195,-250,+185,-240,+200,-250,0.3510791366906475,,,,,,,,
False,2020-02-08,katlyn chookagian,valentina shevchenko,33%,67%,+475,-650,+700,-1200,+620,-1000,+725,-1250,+500,-800,0.1671309192200557,,,,,,,,
False,2020-02-08,dominick reyes,jon jones,60%,40%,+350,-450,+350,-450,+375,-500,+340,-455,+333,-450,0.21359223300970873,,,,,,,,
False,2020-02-15,raulian paiva,mark de la rosa,10%,90%,-220,+185,-275,+225,-278,+215,-240,+185,-250,+188,0.662090813093981,,,,,,,,
False,2020-02-15,shanna young,macy chiasson,64%,36%,+425,-600,+550,-800,+550,-835,+500,-770,+500,-800,0.18181818181818185,,,,,,,,
False,2020-02-15,merab dvalishvili,casey kenney,47%,53%,-200,+170,-175,+150,-190,+150,-162,+130,-175,+140,0.6428571428571429,,,,,,,,
False,2020-02-15,dequan townsend,devin clark,4%,96%,+270,-330,+300,-400,+300,-400,+300,-400,+300,-400,0.26044821320411876,,,,,,,,
False,2020-02-15,scott holtzman,jim miller,54%,46%,-160,+140,-150,+125,-150,+120,-150,+120,-150,+120,0.5962732919254659,,,,,,,,
False,2020-02-15,nathaniel wood,john dodson,37%,63%,-163,+143,-150,+125,-155,+125,-155,+125,-161,+130,0.6009649668482301,,,,,,,,
False,2020-02-15,daniel rodriguez,tim means,59%,41%,+235,-275,+250,-333,+260,-345,-,-,+260,-350,0.2892960462873674,,,,,,,,
False,2020-02-15,yancy medeiros,lando vannata,50%,50%,-160,+131,+100,-125,+100,-125,-112,-112,-111,-125,0.5870393900889453,,,,,,,,
